50
0,71,0,0,78,147,166,150,18,0,0,199,154,0,112,0,0,89,0,86,0,0,0,0,0,64,77,0,103,41,48,0,197,0,202,257,281,0,181,218,9,115,0,246,0,193,134,0,282,51,
0,0,202,0,0,90,0,83,182,0,0,192,0,200,156,278,0,0,289,132,0,13,78,0,81,0,56,0,0,0,0,67,271,0,0,0,0,119,52,0,284,186,0,0,242,0,0,118,102,0,
0,0,0,0,186,0,0,0,0,0,298,123,114,288,197,273,0,0,268,226,89,17,113,0,0,0,0,12,131,183,0,0,78,0,0,0,169,0,226,192,0,0,49,94,223,168,191,282,0,0,
0,0,0,0,0,219,0,0,166,178,0,0,0,0,98,0,211,0,56,4,38,286,0,0,0,0,0,256,179,0,0,0,0,81,166,0,0,278,0,262,151,273,0,0,147,0,0,0,12,0,
0,0,0,0,0,270,0,63,0,0,0,0,0,290,50,0,0,0,60,0,94,219,113,197,115,0,0,184,0,224,0,229,64,0,166,7,203,111,0,178,28,0,0,174,132,126,0,185,0,0,
0,0,0,0,0,0,0,52,57,0,262,226,0,217,239,0,0,23,126,0,171,209,0,0,0,93,0,130,80,0,139,221,0,72,0,25,0,44,0,134,187,0,0,153,0,61,0,147,251,0,
0,0,0,0,0,0,0,130,0,0,153,0,0,97,0,86,1,0,255,157,93,0,47,0,0,209,23,0,0,0,0,0,40,0,178,261,105,0,233,0,0,0,0,0,0,0,300,0,153,0,
0,0,0,0,0,0,0,0,0,168,79,189,139,0,0,0,295,209,30,0,280,0,0,51,195,0,0,213,68,0,0,0,0,0,12,0,3,227,103,0,64,0,0,177,211,0,228,115,130,292,
0,0,0,0,0,0,0,0,0,0,0,79,188,22,0,0,108,214,57,0,129,0,234,76,74,0,0,0,0,0,72,221,278,0,16,193,136,168,35,0,295,0,289,232,0,150,242,0,5,0,
0,0,0,0,0,0,0,0,0,0,85,0,0,0,18,74,159,196,0,0,186,198,209,0,11,176,206,0,0,212,0,0,0,60,58,150,0,0,0,242,0,0,170,0,0,0,0,6,195,212,
0,0,0,0,0,0,0,0,0,0,0,0,278,17,0,101,0,176,210,0,169,0,0,46,0,0,0,64,267,0,0,139,226,0,0,237,0,190,47,245,286,86,100,284,126,0,77,282,0,103,
0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,155,5,0,59,2,0,111,128,137,253,0,0,182,164,0,3,104,237,14,0,21,193,0,0,0,0,146,0,0,194,0,0,97,0,71,
0,0,0,0,0,0,0,0,0,0,0,0,0,277,5,0,78,153,0,32,206,113,0,0,0,85,0,0,181,279,288,0,35,21,276,108,0,0,191,128,116,0,0,271,0,96,126,0,0,20,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,191,160,262,92,0,142,0,187,142,0,0,0,77,5,286,93,24,16,0,0,0,38,0,109,0,123,0,0,0,0,0,0,294,126,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,210,267,0,0,0,0,0,272,0,61,0,0,0,239,96,207,0,0,204,47,210,272,39,0,162,284,215,283,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,56,279,196,8,0,0,0,57,299,124,0,233,218,15,132,205,0,0,0,268,145,155,122,0,0,0,8,20,252,61,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,65,229,254,234,0,41,0,285,0,177,0,238,0,204,0,0,73,179,0,65,130,0,0,32,0,31,0,0,191,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,277,151,0,86,201,0,0,0,95,0,134,165,47,0,140,267,0,2,155,0,0,0,0,57,0,95,0,77,157,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,50,0,247,188,0,0,259,0,109,0,72,1,0,0,41,0,159,194,0,0,82,26,128,0,0,0,274,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,110,151,0,102,46,0,0,279,0,0,0,0,155,0,0,250,0,0,0,118,56,177,34,27,0,0,0,150,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,230,123,188,0,99,0,0,122,155,0,222,84,0,257,143,265,139,0,0,154,0,78,97,0,300,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,183,0,85,0,291,0,108,0,0,242,0,0,0,89,62,0,235,145,0,253,0,0,0,0,0,0,0,
